119.3.24.235 - - [30/Jul/2020:12:15:43 -0700] "GET / HTTP/1.1" 200 2084 "-" "Mozilla/5.0 (Windows NT 6.4; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.2608.88 Safari/537.36" 
142.68.27.55 - - [30/Jul/2020:12:22:08 -0700] "GET / HTTP/1.1" 200 2121 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36" 
66.102.8.123 - - [30/Jul/2020:12:27:12 -0700] "GET / HTTP/1.1" 301 487 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.204 - - [30/Jul/2020:12:27:12 -0700] "GET / HTTP/1.1" 200 2121 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.204 - - [30/Jul/2020:12:27:12 -0700] "GET /img/instagram.png HTTP/1.1" 200 980 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.202 - - [30/Jul/2020:12:27:12 -0700] "GET /css/main.css HTTP/1.1" 200 1245 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/github.png HTTP/1.1" 200 1132 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/html-icon.png HTTP/1.1" 200 2197 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/linkedin.png HTTP/1.1" 200 833 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/pencil-icon.png HTTP/1.1" 200 1497 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.202 - - [30/Jul/2020:12:27:12 -0700] "GET /img/envelope.png HTTP/1.1" 200 931 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /css/normalize.css HTTP/1.1" 200 2990 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/css-icon.png HTTP/1.1" 200 1858 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/contact-image.png HTTP/1.1" 200 210144 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.206 - - [30/Jul/2020:12:27:12 -0700] "GET /img/twitter.png HTTP/1.1" 200 962 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.204 - - [30/Jul/2020:12:27:12 -0700] "GET /img/tumblr.png HTTP/1.1" 200 733 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.202 - - [30/Jul/2020:12:27:12 -0700] "GET /img/hero.png HTTP/1.1" 200 868580 "http://www.jubileeausten.com/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.204 - - [30/Jul/2020:12:27:13 -0700] "GET / HTTP/1.1" 200 2121 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
66.102.8.204 - - [30/Jul/2020:12:27:14 -0700] "GET /asset-manifest.json HTTP/1.1" 404 515 "http://www.jubileeausten.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4143.7 Safari/537.36 Chrome-Lighthouse" 
142.68.27.55 - - [30/Jul/2020:12:51:33 -0700] "GET /home/dh_zhtei7 HTTP/1.1" 301 515 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36" 
142.68.27.55 - - [30/Jul/2020:12:51:33 -0700] "GET /home/dh_zhtei7 HTTP/1.1" 404 516 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36" 
